	test
11866	['каждый', 'свой', 'религия', 'какой', 'мочь', 'доказательство', 'вот', 'сидеть', 'человек', 'умереть', 'родиться', 'например', 'посидеть', 'подумать', 'откуда', 'человек', 'приходить', 'уходить', 'и', 'самый', 'главное', 'откуда', 'снова', 'приходить', 'а', 'выбирать', 'свой', 'мысль', 'религия']
11867	['млрд', 'раз', 'маленький', 'откуда', 'прислать', 'инопланетянин', 'подкинуть']
11868	['вот', 'практически', 'везде', 'человек', 'уходить', 'попадать', 'рай', 'ад', 'вот', 'волновать', 'уходить', 'откуда', 'приходить', 'если', 'тот', 'рай', 'ад', 'кто', 'рождаться', 'лично', 'жизненный', 'круговорот', 'мочь', 'свой', 'мысль', 'подкинуть', 'тема', 'интересно']
11869	['закон', 'сохранение', 'энергия', 'физика', 'это', 'поверить', 'но', 'непонятно', 'откуда', 'новый', 'энергия', 'тк', 'в', 'ад', 'рай', 'верить', 'допускать', 'рождение', 'ад', 'такой', 'дело']
11870	['рай', 'ад', 'верить', 'насчёт', 'энергия', 'согласный', 'любить', 'физика', 'можно', 'называть', 'душа', 'энергия', 'всё', 'идти', 'круговорот', 'ну', 'примерно']
11871	['крайний', 'мера', 'это', 'логично', 'но', 'вязаться', 'количество', 'новый', 'душа', 'человек', 'у', 'кто', 'душа', 'получаться', 'произойти', 'почкование', 'или', 'стратегический', 'запас', 'разом', 'воплотиться', 'ой', 'всё']
11872	['смочь', 'ответить', '🤣', 'ночью', 'подумать']
11873	['поэтому', 'любой', 'религиозный', 'концепция', 'чувствовать', 'подвох', 'ну', 'перерождаться', 'хотеть', 'каждый', 'день', 'один', 'внезапность', 'всякий', 'дурацкий', 'радость', 'изобрести', 'интернет', 'робот', 'пылесос']
11874	['🤣', '🤣', '🤣', 'в', 'любой', 'религия', 'нигде', 'говориться', 'откуда', 'хотя', 'один', 'религия', 'полностью', 'читать', 'но', 'вроде', 'везде', 'говориться', 'попадать', 'я', 'душа', 'физика', 'буддизм', 'китайский', 'философия', 'там', 'примерно', 'это', 'философия', 'жизненный', 'круговорот', 'именно', 'это', 'волновать', 'вот', 'роддом', 'родиться', 'ребёнок', 'хотеться', 'подойти', 'спросить', 'откуда', 'прийти', 'и', 'место', 'и', 'вопрос', 'навсегда', 'остаться', 'актуальный', 'откуда', 'приходить', 'каждый', 'секунда', 'потом', 'тело', 'умирать', 'часы', 'а', 'это', 'время', 'снова', 'приходить', 'отсюда', 'прийти', 'вывод', 'идти', 'круговорот', 'а', 'откуда', 'увеличиваться', 'численность', 'интересный', 'вопрос']
11875	['маленький', 'итог', 'известный', 'они', 'видимо', 'сам', 'бояться', 'жизнь', 'самоубийство', 'закончить', 'приглашать', 'черножопый']
11876	['нацист']
11877	['вы', 'расист', 'ты', 'красавец', 'лицо', 'булка', 'жрать', 'маленький']
11878	['татарка', 'зай…', 'плохой', 'новость']
11879	['слиться', 'калла', 'унитаз']
11880	['зигануть', 'забыть']
11881	['защищать', 'узбек', 'русский', 'девушка', 'ты', 'расистка']
11882	['сам', 'понять', 'рисовать', 'вместо', 'мозг', 'солома', 'ты', 'нацист', 'узбек', 'защищать', 'русский', 'девушка', 'ты', 'иметь', 'против', 'русский', 'татарка']
11883	['один', 'республика', 'жить', 'русский', 'жизнь', 'мир', 'дружба', 'праздник', 'отмечать', 'русский', 'татарский', 'только', 'твой', 'сторона', 'замечаться', 'нацизм', 'расизм', 'лечить', 'голова']
11884	['познакомиться', 'сеть', 'летний', 'парень', 'узбекистан', 'ясно', 'далёкий', 'читать']
11885	['агалогично', 'тоже', 'мысль', 'такой', 'посетить']
11886	['наташка', 'равно', 'кто', 'спать', 'забыть', 'расчехлиться', 'мексами', 'араб']
11887	['естественный', 'отбор', 'пройти']
11888	['ваш', 'нация', 'равно', 'кто', 'жопа', 'давать']
11889	['дворник', 'убежать', 'статья', 'готовый']
11890	['нация', 'это', 'россиянин', '😁']
11891	['депортировать', 'родина', 'а', 'получить', 'паспорт', 'рф', 'шаг', 'марш', 'сво', 'пусть', 'хохлов', 'трахать', 'свой', 'трогать', 'славянский', 'девушка', 'преследовать', 'сколько', 'это', 'терпеть']
11892	['понятно', 'сам', 'найти', 'познакомиться', 'пригласить']
11893	['уверенный', 'сам', 'а']
11894	['пригласить', 'около', 'че', 'пойти', '😏']
11895	['какой', 'нормальный', 'девушка', 'приглашать', 'узбек', 'домой', 'это', 'настолько', 'ниликвидный', 'нужно', '🤡']
11896	['аркадий', 'узбек']
