	comment
258	['сказать', 'это', 'твой', 'мать', 'впялить', 'подобный', 'сильно', 'сомневаться', 'надеяться', 'герой', 'ролик', 'х', 'й', 'лоб', 'выростит', 'тачка', 'сгореть', 'чудесный', 'товар', 'парковка', '😈']
259	['мама', 'значит', 'нужный', 'контроль', 'и', 'этот', 'ответственность', 'ты']
260	['сволочь', 'оставить', 'бабушка', 'одеяло']
261	['цыган', 'что', 'взять…']
262	['ситуация', 'довольно', 'сложный', 'сам', 'сталкиваться', 'свой', 'тесть', 'тёща', 'втюхали', 'подобный', 'фуфло', 'а', 'придраться', 'невозможно', 'всё', 'законно', 'товар', 'исполнять', 'свой', 'функционал', 'исправный', 'даром', 'гумно', 'дешманский', 'а', 'лохотрон', 'товар', 'почта', 'так', 'сегмент', 'рынок', 'продолжать', 'существовать', 'пока', 'такой', 'покупатель']
263	['бабушка', 'фильтр', 'купить', 'тыс', 'хотя', 'реальнач', 'цена', 'она', 'очухаться', 'заявление', 'писать', 'полиция', 'отказать', 'возбуждение', 'дело']
264	['описать', 'выше', 'принцип', 'работать', 'подобный', 'контора', 'максимум', 'мочь', 'сделать', 'это', 'наказать', 'способ', 'нужно', 'действовать', 'осмотрительно', 'попасть', 'статья', 'ук', 'рф', '🤷']
265	['думать', 'снова', 'парковка']
266	['грохнуть', 'такой']
267	['долб', 'еб', 'водятел']
268	['пешик', 'вообще', 'недалеко', 'уйти']
269	['некоторый', 'пешеход', 'думать', 'поезд', 'пропустить', 'остановиться', 'машина']
270	['что', 'такой', 'важный', 'искать', 'смартфон', 'находиться', 'пп', 'гуглить', 'грант', 'абс', '🤷\u200d', '♂️']
271	['ровно', 'искать', 'телефон', 'водитель', 'сидя', 'руль', 'обгонять', 'пп', 'знак', 'я', 'сегодня', 'двое', 'такой', 'видеть', 'давно', 'пора', 'штраф', 'выписывать', 'франция', 'фотография', 'человек', 'телефон', 'руль', 'и', 'важно', 'ехать']
272	['наличие', 'зависеть', 'комплектация', 'скорее']
273	['использование', 'телефон', 'руль', 'итак', 'штраф', 'верный', 'заготовка', 'вообще', 'это', 'обсуждать', 'сторона', 'водитель', 'коап', 'пдд', 'а', 'пешеход', 'инстинкт', 'самосохранение', 'получаться', 'водитель', 'платить', 'нарушение', 'рубль', 'свобода', 'пешик', 'здоровье', 'жизнь', 'что', 'кто', 'дорогой', 'выбор', 'они', 'лично', 'выбирать', 'жизнь', 'один', 'никак']
274	['видно', 'замедлить', 'торможение', 'юзом', 'идти', 'колесо', 'заблокировать']
275	['калин', 'пусть', 'знать', 'искать', 'ответ', '📲📲']
276	['🤣']
277	['золотой', 'слово', 'золото', 'памятник', 'тот', 'пешеход', 'возомнить', 'бессмертный', 'выше', 'закон', 'физика', 'жестоко', 'водитель', 'сесть', 'выйти', 'пешеход', 'лечь', 'встать', 'неудачный', 'стечение', 'обстоятельство', 'мочь', 'хэйтить', 'сколько', 'угодный', 'факт', 'остаться', 'факт', '🤷']
278	['похрить', 'штраф', 'жизнь', 'один', 'думать', 'голова', 'смотреть', 'сторона', 'некоторый', 'пешиход', 'думать', 'зебра', 'бессмертный']
279	['пешеход', 'поднять', 'штраф', 'минимум', 'так', 'р', 'а', 'сам', 'свой', 'жизнь', 'беспокоиться', 'по', 'правило', 'пешеход', 'должный', 'начинать', 'движение', 'пока', 'убедиться', 'водитель', 'уступать']
280	['начать', 'движение', 'это', 'безопасно', 'и', 'формально', 'закон', 'закон', 'физика', 'кстати', 'штраф', 'это', 'предусмотреть', 'вообще']
281	['они', 'встретиться', 'нужный', 'место']
282	['ну', 'ясно', 'водитель', 'виноватый', 'пешеходный', 'переход', 'тд', 'господин', 'пешеход', 'детство', 'втолковывать', 'посмотреть', 'налево', 'дойти', 'середина', 'посмотреть', 'направо', 'убедиться', 'пропускать', 'идти', 'звезда', 'телефон', 'втыкать', 'обочина', 'сохраниться', 'пофига', 'машина', 'юзом', 'тащить', 'лёд', 'заблокировать', 'колесо']
283	['найти', 'место', 'телефон', 'смотреть']
284	['водитель', 'обязать', 'снизить', 'скорость', 'пп', 'и', 'учитывать', 'дорожный', 'покрытие', 'а', 'телефон', 'зависать', 'судить', 'видео']
285	['спороть', 'водитель', 'оправдывать', 'пешеход', 'пдд', 'обязанность', 'убедиться', 'безопасность', 'переход', 'водитель', 'больной', 'нетрезвый', 'неадекватный', 'авто', 'неисправный', 'отказать', 'тормоз', 'тд', 'причина', 'жизнь', 'сотня', 'жизнь', 'пешеход', 'один', 'поднять', 'глаз', 'телефон', 'помочь', 'жизнь', 'сохранить', 'остаться', 'инвалид']
